File Name,Risk Reward_5,Risk Reward_10
COST.csv,14.333507684923608,20.28968494896633
AZO.csv,16.85211013021845,16.741549377175275
GPI.csv,17.33626407853654,27.594041218034143
AN.csv,18.058153950601373,29.44057902887225
ORLY.csv,18.099244912675967,15.348282809699905
DKS.csv,18.20152799857701,41.454547732927296
DDS.csv,18.269127960062058,20.06454331544175
LULU.csv,18.30987579434552,19.22987559651624
IMKTA.csv,18.46614125267228,53.24411900302841
PAG.csv,18.5286758630696,27.15853057380597
IDT.csv,18.758553336666026,23.79879062785061
WSM.csv,19.428934176216387,23.667996250857552
HIBB.csv,19.55472015594668,89.85587070828132
BBW.csv,19.677540838938484,63.94510649251233
CMG.csv,19.904687453073823,25.834075317822037
TSCO.csv,20.108531195768546,35.88287951016833
LAD.csv,20.37651141187758,18.52684916747269
ANF.csv,20.41772159065093,74.5278289837435
WINA.csv,20.536536735441896,-7.629597430878585
SAH.csv,20.60855911769723,32.70629586536448
GME.csv,21.39721518029845,317.7862272700188
ABG.csv,21.54027769514293,20.26211036022831
LOW.csv,22.628534480907224,23.838094319699216
SIG.csv,22.960487068519228,29.79065553561332
PRTS.csv,23.396055308192214,-33.28206795002112
MGRC.csv,23.46401489208029,37.94988721688367
RICK.csv,23.950916924454106,27.302029933000878
GLP.csv,24.526695340826823,54.86842592930864
CASY.csv,24.824566337962548,20.825326023547493
TJX.csv,25.24951519829481,36.87102804433957
TGT.csv,25.947755243241563,41.15911643895885
BYON.csv,26.00941828107253,48.021784054511215
BKE.csv,26.07781306975841,101.14420262229282
CNXN.csv,26.091230689271864,24.920528152904133
HD.csv,26.09574213426964,15.817613107121424
RAVE.csv,26.456486422495303,-8.052609145695415
BGFV.csv,26.73513389124769,115.59083549052866
SNA.csv,26.842093736928884,25.97063781248785
WMT.csv,27.086763909738032,44.02210199193263
MCD.csv,27.94787012825716,22.58274127416369
TXRH.csv,28.652692378730556,19.565164749659612
HZO.csv,29.03596380061811,27.051311383806368
ULTA.csv,29.55497766323685,15.397058251542234
ODP.csv,30.411610890249783,60.06472099689326
PZZA.csv,31.12573583512916,39.65224473275818
HVT.csv,31.388220411229053,42.82402992895536
KR.csv,31.893232217052244,85.62420556621909
ETD.csv,32.75157147718759,61.6696335295421
DPZ.csv,33.851536160924915,11.515420406488197
CHS.csv,34.12335178891242,56.54584115739665
BBWI.csv,34.32142482726758,37.3213173713231
ROST.csv,34.699370421402655,31.42795987443936
DXLG.csv,34.77490034730135,30.285635795983712
DRI.csv,35.613750264957496,27.39414797492657
CTRN.csv,37.29271433803383,51.15874483917589
DLTR.csv,37.382204610209,37.237717616341605
SBUX.csv,38.30731844036652,20.551706221143878
RUSHB.csv,38.51687902785542,-9.221439377702843
YUM.csv,39.36679447677048,29.35213464714839
RUSHA.csv,40.16242394620265,29.973490575209222
BH.csv,40.842515481654544,48.60165667353704
CAL.csv,40.87086045073468,33.12517583449309
SLB.csv,41.03554682454921,218.6289936752516
GES.csv,42.09008030933239,57.35931480754911
PDCO.csv,42.34630246289165,114.91586766392582
GTIM.csv,45.07007854226913,-2.595650820218267
FAST.csv,45.43685163371763,53.82829311185385
WMK.csv,46.14463904149786,59.67190352890795
EAT.csv,49.26037968061164,28.305161068449703
PSMT.csv,50.14330659833545,32.79162082996959
WEN.csv,50.357101621455,30.312134552380403
KMX.csv,50.49341927347791,21.31235122261893
GCO.csv,52.105394303306525,35.82701952961708
AEO.csv,52.16461398938767,43.17834991641398
TAST.csv,52.95210050607348,28.11549700819387
SGU.csv,54.03564446546848,23.676425598051367
URBN.csv,54.568263367142,41.18201277700558
ZUMZ.csv,56.71447031293593,36.326881791052976
SCVL.csv,57.01489925148603,31.77187506714244
CVS.csv,58.010567269693865,34.4738111364404
JACK.csv,59.41570926802735,27.977363016205008
FLWS.csv,60.47217407833299,32.69935616404679
KIRK.csv,62.96953255982877,31.130376314272944
GPS.csv,64.26417317639483,45.343885462172345
BJRI.csv,68.61154163320782,27.04300636388834
RRGB.csv,75.63788166426377,48.58528405732894
JAN.csv,77.47985576657645,-6.595444414109278
M.csv,79.62057122437915,35.13289046595651
CAKE.csv,80.05671695059154,26.09181150410723
SBH.csv,88.78489322313325,32.62003781255937
DBI.csv,92.61514630789036,39.92377506650343
CRI.csv,107.95587973627968,24.90923658087472
DENN.csv,116.41564716556184,21.776874298208654
SPH.csv,135.45447378432473,-97.45343236867976
VLGEA.csv,142.55465746414887,5295.6813129728325
FL.csv,170.58487165401357,22.79606673226889
KSS.csv,225.20603432854423,46.721573728898136
JWN.csv,295.48918644660904,31.678941559771907
CONN.csv,394.38632410719777,34.360881767732465
BIG.csv,806.3477394553687,42.515980687258825
PLCE.csv,819.7741461842372,28.22858986811898
PETS.csv,-232.13909679162384,61.40818926383847
CATO.csv,-215.99784112930556,87.57287352128509
CBRL.csv,-162.94617231140387,18.489898534480865
AAP.csv,-56.30894321710292,24.26525150827888
WBA.csv,-41.32732502753685,30.944403745076023
NATH.csv,-29.71380183332494,-8.872724985090684
CLMB.csv,-12.666794928580812,-12.977310128156434
CSBR.csv,-9.175669241274251,-3.125285831505869
BGI.csv,-4.3891705633640905,-1.891074150768712
ARKR.csv,-3.4956944915579182,-3.7767117829499015
BDL.csv,-1.886605457805607,-1.4506572648873022
HVTA.csv,-1.3045671425828416,-1.328261090635609
