File Name,Average Daily Return (15 Years)
THRM_15.csv,0.0011594680166670075
TITN_15.csv,0.0007256063037624143
LCUT_15.csv,0.0006873239507550517
COR_15.csv,0.0006399425040828606
AVT_15.csv,0.00045734879366779116
NHTC_15.csv,-0.006080741514889263
WKC_15.csv,0.0002551232106247793
MSM_15.csv,0.00039445573941196985
UVV_15.csv,0.0003741965436229339
WLFC_15.csv,-0.00552035010496043
AE_15.csv,-0.012126212682371204
DXPE_15.csv,0.0007679052334295324
EVI_15.csv,-0.19874383216379943
FMS_15.csv,-3.094824149421952e-05
ET_15.csv,0.00040559919331904543
RES_15.csv,0.0005546799765959781
LL_15.csv,0.00047456676845117086
SPTN_15.csv,0.00033508978574587744
WCC_15.csv,0.0009165612805307252
KAMN_15.csv,0.0003178038575527202
VOXX_15.csv,0.0010163255831045757
CLWT_15.csv,-0.20522149613597618
HLF_15.csv,0.0004243474634685382
CENTA_15.csv,0.0008421428067373793
AMRX_15.csv,0.000709146944217053
AIT_15.csv,0.0007698521721091727
CPRT_15.csv,0.0004874060129086162
ANDE_15.csv,0.0006904813293790235
KEQU_15.csv,-0.284609087611873
CHNR_15.csv,-0.10840918522238947
SYY_15.csv,0.0004355224341451642
GPC_15.csv,0.0004560734170178189
ZEUS_15.csv,0.0009374892188141279
NSIT_15.csv,0.0012454330364129974
ARW_15.csv,0.0006761296685245358
EDUC_15.csv,-0.11559153896762757
CENT_15.csv,0.0008616559793169933
POOL_15.csv,0.001014512386251964
SCSC_15.csv,0.0004713497174673422
UNFI_15.csv,0.0004888083306575615
TEL_15.csv,0.0007310923048930256
WILC_15.csv,-0.12947397768191365
GIC_15.csv,0.0007579021413051234
VICR_15.csv,0.001141620064560635
RS_15.csv,0.0009164463548716898
SBET_15.csv,-0.21912603439090445
DORM_15.csv,0.0008841767106612757
ASH_15.csv,0.000812684561859579
BXC_15.csv,0.0017432276534181349
COLM_15.csv,0.0004748047347019972
KOP_15.csv,0.0006911032485977727
SNX_15.csv,0.0008972934567665651
LDWY_15.csv,-0.0304555965471951
DIT_15.csv,-0.4826564860997901
JCTCF_15.csv,-0.488717117182306
LKQ_15.csv,0.0006181484416353262
LZB_15.csv,0.0012671730061532467
WSOB_15.csv,-0.6914844018570637
RELL_15.csv,0.0006676269236143836
MCK_15.csv,0.0008020205966568502
OMI_15.csv,0.0004328745696343681
CAH_15.csv,0.0004391947300850761
TAIT_15.csv,-0.38541614563081106
IPAR_15.csv,0.0011444481892657257
HWKN_15.csv,0.0007066610871477445
WSO_15.csv,0.0007999948360558946
GEL_15.csv,0.0004816052129669796
DSGR_15.csv,-0.0004752105337591755
BECN_15.csv,0.0007804625277495994
FTEK_15.csv,0.0005248148717897484
ITRN_15.csv,0.0005175077694050095
STE_15.csv,0.0007258923948650295
VXRT_15.csv,0.0033177219496861275
JCI_15.csv,0.00043956642824493573
ACCO_15.csv,0.0007863572853248943
OBLG_15.csv,-0.01438362270261976
DPSI_15.csv,-0.01297252509744715
AGYS_15.csv,0.0013294407314739412
HSIC_15.csv,0.00035987516526899766
PATK_15.csv,-0.02823818832471633
GWW_15.csv,0.0007674482107538274
ELA_15.csv,-0.06780229482153725
