File Name,Average Daily Return (15 Years)
IMAX_15.csv,0.0007202794646444387
PHM_15.csv,0.000938906762746643
CHCI_15.csv,-0.04417327909944949
UFI_15.csv,0.0010687075678453438
FIX_15.csv,0.0010724929357507496
MTZ_15.csv,0.0008799959189751504
TPC_15.csv,0.0003923939738422897
BZH_15.csv,0.0022735557985587
ORN_15.csv,0.00040866930849298253
MDC_15.csv,0.000487162069340768
MTRX_15.csv,0.0006393855603670016
KBH_15.csv,0.0008863661108279657
LEU_15.csv,0.007785533504419883
GLDD_15.csv,0.0006067385920422934
DHI_15.csv,0.001122311802193282
ESOA_15.csv,-0.07630126484650689
GRBK_15.csv,0.0068159205971211785
KBR_15.csv,0.0006327817371029611
HOV_15.csv,0.006570323185129313
MTH_15.csv,0.0011696620939870477
DCO_15.csv,0.0007543491464257822
STRL_15.csv,0.0008910507390251502
DY_15.csv,0.0012588510265527182
IESC_15.csv,-0.041308173635714415
FLR_15.csv,0.0004240297049892386
NVR_15.csv,0.0009270696953380793
PWR_15.csv,0.0008500527067353709
EME_15.csv,0.0007919959799251288
MHO_15.csv,0.0012881131977084122
NOA_15.csv,0.0010441728103943492
TOL_15.csv,0.0007250369524737059
PRIM_15.csv,-0.003412627609339685
LENB_15.csv,0.0012060725650505017
LEN_15.csv,0.0011170011659154572
GVA_15.csv,0.00036875985730157405
