File Name,Average Daily Return (15 Years)
NWE_15.csv,0.0003114059814237453
SIRI_15.csv,0.0014974105471228978
PARA_15.csv,0.0005407328587744173
MMLP_15.csv,8.321869595870918e-05
OMAB_15.csv,-0.0034416445324336217
T_15.csv,-5.400493231207436e-05
PAA_15.csv,0.00013012024910974247
ZD_15.csv,0.000512802016623666
EXR_15.csv,0.0009195135845073458
CNP_15.csv,0.00033765931256122004
ODFL_15.csv,0.0009847678344503021
JBHT_15.csv,0.0006866426742175757
EPD_15.csv,0.00022975576702036476
UGI_15.csv,0.00013836016451731093
SBGI_15.csv,0.0009755819780221124
OKE_15.csv,0.0005705719929591081
TDW_15.csv,0.006876831770894831
WERN_15.csv,0.00040454062786137725
RGCO_15.csv,-0.2077702054911046
WTRG_15.csv,0.0002629076349707929
TMUS_15.csv,0.0009376203552384839
SGA_15.csv,-0.03558841655915658
VOD_15.csv,-8.197277793207177e-05
FRPH_15.csv,-0.008044206186668583
CWST_15.csv,0.0013105289257215435
DAC_15.csv,0.0008094252537722532
LBTYK_15.csv,0.000288699705539631
BCO_15.csv,0.000573081353499813
LUV_15.csv,0.0005505178674424517
CUK_15.csv,0.0003806082489424924
WM_15.csv,0.0005173538947014174
WMB_15.csv,0.0005413245185954008
ESEA_15.csv,-0.015641230482354607
TK_15.csv,0.00034440857167325034
DISH_15.csv,0.00018830170509440312
CLNE_15.csv,0.0007456258606449955
TGS_15.csv,-0.001037976545907968
TEO_15.csv,0.00032160091080657964
FLNT_15.csv,-0.05182511203553457
PAC_15.csv,-0.0002607396404204715
TNK_15.csv,0.0022302754862239117
TIGO_15.csv,-4.544621942712622e-05
GTN_15.csv,0.0017019609043532542
PCG_15.csv,0.0002815319289218561
ORAN_15.csv,-0.00011492107056399012
OTTR_15.csv,0.0004927051823576259
AWX_15.csv,-0.25319904101924484
ENB_15.csv,0.00020237443286166555
DTE_15.csv,0.0003870323266992801
DUK_15.csv,0.0007910727871431858
LBTYA_15.csv,0.00027303212779084137
CWCO_15.csv,0.0006483612035110879
BCE_15.csv,0.00023936830650161427
SAIA_15.csv,0.0013789137007206174
IRDM_15.csv,-0.009868228983367885
SB_15.csv,0.0005783557232017477
EGHT_15.csv,0.0012463673578963184
POR_15.csv,0.0003147730224659244
MSEX_15.csv,0.0005212757092179826
CSX_15.csv,0.0004116068226232719
YORW_15.csv,0.0004760442042349014
UAL_15.csv,0.0009084722915173069
