File Name,Risk Reward_5,Risk Reward_10,Risk Reward_15
WFRD.csv,9.359488883267725,63.17877859083935,27.43645383675416
FRHC.csv,12.375895492493498,80.14093718547205,48.0584900443013
FCX.csv,19.78638809589354,155.1021886640635,47.765097151147366
UEC.csv,19.88646348211305,30.549344920137028,25.703445488439808
CCJ.csv,19.91157163135295,316.8691325205637,47.23108473973101
GFI.csv,20.470057978199304,322.5108241983865,50.01622782204959
EGO.csv,20.526974507801253,73.10343718835793,52.46495366480472
DRD.csv,21.231197416214812,134.821308818752,48.86142936923815
MLM.csv,21.249678331604628,48.800325251452655,32.761372645418845
SCCO.csv,21.5429459375979,48.84977253357901,34.157468494304325
DNN.csv,22.31128275124804,166.99244895810685,49.253079052625104
WPM.csv,22.732945525042545,33.960867195492355,30.02885329680945
CEI.csv,22.89340504203841,28.571186956369075,28.090194216011405
SM.csv,23.07835235591745,68.71702691301738,37.39484670437864
VMC.csv,23.455867676654712,58.41534682137913,39.52430184589951
RRC.csv,23.919060380943986,-166.25274602517754,65.97892081959733
CNQ.csv,24.39359544076515,192.59356754323755,53.41306392570343
TTI.csv,24.41033334387914,137.9800304224176,46.4399452304365
OVV.csv,24.54987715885894,-70.69786100042326,55.06161866396937
EGY.csv,24.699857406524924,198.60803342833205,56.18541987890762
TGB.csv,25.092629790245923,61.827877547872966,40.40551935746755
NRP.csv,25.583576735818347,52.34766905774763,55.048460343384725
CLF.csv,25.64720694026505,97.10284177461706,52.17683517172446
HUSA.csv,26.14009178821266,83.10988975467025,41.9414978431797
OBE.csv,26.24754340056024,-55.39157635378477,58.83436073910297
URG.csv,26.582508477800733,51.86326064390886,38.714707040703
DMLP.csv,26.90577960201232,188.30018374489467,56.04301123899253
XPL.csv,27.46448817008281,-12.22793755414777,-16.212194281697613
TNP.csv,28.902815430598064,-62.0245777457688,64.01196193104012
HLX.csv,28.99658841892655,69.84449953875145,44.4527150946309
HL.csv,29.65634271269812,60.40929315583538,43.18483125629184
TECK.csv,29.964183214876584,30.860771047165496,30.756060113706656
DVN.csv,29.97283040237005,-144.85642608237902,91.25196112433784
ERF.csv,30.062203899353317,1522.028462536526,72.45394189637625
OII.csv,30.302654945926847,1989.7279628419728,63.46076627812968
CPE.csv,30.33582436965492,33.66588566558164,41.71628240605557
NGD.csv,30.71366611849601,78.79715548752297,48.639974095568725
EQT.csv,30.7807191629063,471.1450968356119,63.50976460236413
NOG.csv,30.889983717675317,48.08513250315718,45.27872106604958
HNRG.csv,30.91205016638297,245.31685617910665,56.55390296421726
MUR.csv,31.00099457753531,1815.3012190835568,67.27773405460657
KGC.csv,31.77528088548755,-154.6654932205849,166.11791770557298
IPI.csv,32.011219220195144,694.3460180268834,55.67728992530272
COP.csv,32.01762574632003,83.44791650547793,49.73397781646021
SWN.csv,32.16920773178643,-71.91811451038774,210.2938938985924
CRK.csv,32.451672026294915,75.04301312090485,57.987963926806856
PDS.csv,32.71927210481379,-3994.911816465388,56.87355414100522
MRO.csv,33.21062294268805,340.5580500471829,70.35066290942646
MVO.csv,33.602726642715965,97.32736905722255,53.62865431776903
CNX.csv,33.7018006229106,306.28099406035864,77.50520200483699
NBR.csv,34.222645638435594,-153.40693515205285,59.7760531513138
PXD.csv,34.302376635470786,22.805118856265704,26.00536939986077
APA.csv,34.465265862534054,-117.76280110008362,99.99309042214644
GTE.csv,35.05052924316016,81.28251784883483,55.76194582650718
WWR.csv,35.086656136334256,40.01746542411343,44.2398311398006
ENSV.csv,35.141432340917014,-936.3240465222406,49.48923292739536
BTE.csv,35.33558712518152,-211.51429961110375,74.91912487734838
MUX.csv,35.40977604598553,35.96271334612773,47.53146967127213
SNMP.csv,35.592851486952384,-101.34187625498129,63.94221617821229
GBR.csv,35.90095730006719,-2.910935770506735,-3.8757112123209607
RIO.csv,36.39669406999027,95.27757313902087,68.42760362115791
SBOW.csv,36.56964151584917,48.43462304840229,59.74458338264906
SQM.csv,36.80401856082405,54.72670885582414,46.06838657262188
RIG.csv,37.412918951621904,-74.0137353677059,154.94103378009356
BATL.csv,37.633038212828176,45.05099095471566,47.8736894330756
THM.csv,39.72604757291335,53.206649677864725,48.06708723544992
MAG.csv,39.85597496668333,44.679810205295794,42.288857867640246
YPF.csv,40.34226696721933,-473.6177068167573,111.71228708726828
GAU.csv,40.3489389979294,57.75515306401762,49.91804658170232
EQNR.csv,40.44955730113127,70.8083567673631,54.59654589944971
HAL.csv,40.581115891341824,59.25291468540282,49.87407729351332
PTEN.csv,41.21991866911304,83.742244760626,58.35577265380297
BHP.csv,41.851177968212,83.1053492071829,62.72538132836758
EOG.csv,43.34444394356026,60.6140169021325,51.762122445570064
GOLD.csv,44.26924601887332,-616.3344087693699,186.6703318117817
ARLP.csv,44.43304769451296,202.67949820432108,79.17344836837039
AEM.csv,45.03688550398133,94.30378747185767,71.03225084522845
TRX.csv,46.02348188765148,208.04694010069483,100.43983365832028
NAK.csv,47.23567505976664,88.19598114275531,66.40102894097227
OXY.csv,48.53416420440964,117.30524561312778,72.07580799471762
PBR.csv,48.73214822937937,147.8638247211918,81.82807444659241
TTE.csv,50.2399361558447,168.3045621646086,86.6100492841684
TALO.csv,51.522957929200416,38.420178489306096,43.47586786819642
EXK.csv,51.67698234452708,36.017319537943706,39.86694324504123
PLG.csv,52.27181652463859,55.48994214878925,61.86611610888411
PAAS.csv,52.349582982309954,78.52309904923396,66.61002313928412
WTI.csv,52.48755177540287,121.68467606728912,78.84081114636133
VALE.csv,53.323427228854,67.95002298995783,61.67173346054925
