File Name,Risk Reward
DPZ.csv,15.207264203211368
ORLY.csv,16.236764255729103
AZO.csv,16.947441597607405
COST.csv,17.58792549284507
ULTA.csv,18.397311490758288
LULU.csv,18.90442542384566
LAD.csv,19.072138432053208
HD.csv,19.13624695460878
DDS.csv,19.51198107279742
ABG.csv,20.589778464247967
WSM.csv,22.002658646284416
CMG.csv,22.319106377288982
CASY.csv,22.322908898120392
IDT.csv,22.32527762093034
GPI.csv,22.512646362585308
TXRH.csv,22.812158751332063
PAG.csv,23.327674686145315
LOW.csv,23.51044822428866
AN.csv,23.668034630011388
SBUX.csv,24.237462012792314
MCD.csv,24.963936584092778
CNXN.csv,25.178260738669174
SNA.csv,26.205705782977983
RICK.csv,26.513767960016388
SAH.csv,27.150001118450643
SIG.csv,27.157092751158153
KMX.csv,27.4873151927834
DKS.csv,27.548255298443333
HZO.csv,27.599543036333582
TSCO.csv,29.490528320024193
SGU.csv,30.409368436540706
DRI.csv,31.348160645215344
MGRC.csv,31.86665560662406
TJX.csv,31.977041205991885
YUM.csv,32.14638815512463
RUSHA.csv,32.476609071101855
ROST.csv,32.50184752377303
BBW.csv,33.053825513006416
TGT.csv,33.51372550273841
DENN.csv,33.55234340151211
IMKTA.csv,33.892702549850945
HIBB.csv,35.097033027067816
BYON.csv,35.593924319321104
WMT.csv,35.702369982112124
CRI.csv,35.93703107209017
PZZA.csv,35.97114203232235
TAST.csv,36.288197521126996
WEN.csv,36.750448470699006
CAL.csv,36.758134501227424
ANF.csv,36.83906304546845
BBWI.csv,36.925012877185
FL.csv,37.14874218701235
DLTR.csv,37.18847214180324
PSMT.csv,37.18904563547076
EAT.csv,37.20807746360395
GLP.csv,37.556830131404375
HVT.csv,37.7124955561704
JACK.csv,37.80153117498048
GME.csv,37.996332981925406
CBRL.csv,38.25904895414637
SCVL.csv,38.36666292696825
FLWS.csv,38.98923915097327
CAKE.csv,39.25612729071853
BJRI.csv,39.31433954408648
CVS.csv,40.76556100611378
ZUMZ.csv,41.07371944483243
KIRK.csv,43.37163365406073
GCO.csv,43.56442567357925
CHS.csv,44.49020980862736
CTRN.csv,44.707284567559924
SBH.csv,45.44936762253586
BGFV.csv,45.89100653197177
ODP.csv,46.3775251110063
URBN.csv,46.4231125326758
AEO.csv,46.94835728260515
ETD.csv,47.447653602819614
BKE.csv,47.93234383837263
M.csv,48.31717448270721
CONN.csv,50.98051083653007
GES.csv,51.04255671746881
FAST.csv,51.092755481394555
WMK.csv,54.002019434233944
AAP.csv,55.07263299400423
KR.csv,55.23849911787567
GPS.csv,55.44141132133285
BH.csv,56.74414290012013
DXLG.csv,56.98268851712861
JWN.csv,57.537758424846686
DBI.csv,58.16671098537341
PLCE.csv,59.249911217701126
RRGB.csv,61.01078717396248
PDCO.csv,66.30040045892574
SLB.csv,74.31235249245684
KSS.csv,82.10287425591466
BIG.csv,86.64561568658708
WBA.csv,105.9620095093584
PETS.csv,154.06556140246838
CATO.csv,183.96015743904192
VLGEA.csv,427.9775070609157
SPH.csv,-376.6356153408385
PRTS.csv,-71.75591345720187
CLMB.csv,-12.887247542399294
RUSHB.csv,-11.55789038709518
NATH.csv,-10.656315164767372
RAVE.csv,-10.497710932065498
WINA.csv,-9.516756928293571
JAN.csv,-9.078120407273378
CSBR.csv,-4.64222791224852
ARKR.csv,-3.6764919361853394
GTIM.csv,-3.2667525148599057
BGI.csv,-2.27356849641143
BDL.csv,-1.5719230872504732
HVTA.csv,-1.3196372879386802
