File Name,Average Daily Return (15 Years),Volatility (15 Years)
NWE_15.csv,0.00020503491703527388,0.014511470874039801
SIRI_15.csv,0.0010084627953952374,0.03153050426401165
PARA_15.csv,0.0001343257543287013,0.02842878569439534
MMLP_15.csv,-0.0005124406049652475,0.03500305207809864
OMAB_15.csv,0.0005335643790247424,0.09507342477353993
T_15.csv,-0.000148806052680861,0.013698918471209583
PAA_15.csv,-0.0002372040939718767,0.026189045174532386
ZD_15.csv,0.000311465982937964,0.020030733349423607
EXR_15.csv,0.0007314562915539113,0.019397456013794827
CNP_15.csv,0.00021179380200320175,0.015788638801110345
ODFL_15.csv,0.0006968979365817862,0.023584886824278305
JBHT_15.csv,0.000533299912198526,0.017514856191688716
EPD_15.csv,4.2454561598459506e-05,0.018358854198762216
UGI_15.csv,-1.1825005100662977e-06,0.016393875813820787
SBGI_15.csv,0.0003747117992440874,0.034857997237570715
OKE_15.csv,0.00022017614662894758,0.025443347391435965
TDW_15.csv,0.0001429557100403045,0.423090190206427
WERN_15.csv,0.00023287674386041068,0.018524390426578472
RGCO_15.csv,-6.00250050886153e-05,0.6109788198998626
WTRG_15.csv,0.00015287765560523248,0.014802652058748898
TMUS_15.csv,0.0006306151739965404,0.02474756166570237
SGA_15.csv,0.0007120814250309859,0.2756911796763679
VOD_15.csv,-0.00022571572537355422,0.016929628124462824
FRPH_15.csv,-3.166606403604e-05,0.13229286350938324
CWST_15.csv,0.0008240334737890098,0.031399582090202674
DAC_15.csv,0.000600486287059665,0.2111703496092143
LBTYK_15.csv,3.52294728416247e-05,0.021739321562749638
BCO_15.csv,0.0003095327558173544,0.023023840617240107
LUV_15.csv,0.00030995092387131606,0.0219063528713723
CUK_15.csv,-8.834283758030193e-05,0.03040853205362723
WM_15.csv,0.0004422062663806958,0.012247820983828444
WMB_15.csv,0.0002192691770992461,0.02525767493503741
ESEA_15.csv,0.0005008214564619085,0.3001151956738445
TK_15.csv,-0.00029273599500456715,0.03500798763558675
DISH_15.csv,-0.00018824883975820939,0.027188570192636218
CLNE_15.csv,-0.00013315716426776092,0.04244093626923971
TGS_15.csv,0.0005228227965101695,0.07304525816980642
TEO_15.csv,-5.200253569681568e-05,0.027240071918838572
FLNT_15.csv,,0.3337758737086323
PAC_15.csv,0.0005390161991705167,0.0509119303177374
TNK_15.csv,0.00036104519146040737,0.11753914666063832
TIGO_15.csv,-0.0002968628014894392,0.021954381963827964
GTN_15.csv,0.0008051849196999417,0.04313620612664064
PCG_15.csv,-0.00020317069335962223,0.030932960436187425
ORAN_15.csv,-0.00024444302893500414,0.016086417255559492
OTTR_15.csv,0.00033227606331820425,0.017921596839236123
AWX_15.csv,,0.6682347256681878
ENB_15.csv,2.128842425253019e-05,0.017921323234573367
DTE_15.csv,0.0002951683586411846,0.013497120128836828
DUK_15.csv,0.00048799492669759914,0.03396972342366064
LBTYA_15.csv,7.41107405355379e-06,0.022325609504054936
CWCO_15.csv,0.00027532250173245565,0.027518522313070958
BCE_15.csv,0.0001722678532658506,0.011551440395127345
SAIA_15.csv,0.0009711452396878872,0.02844100832445748
IRDM_15.csv,0.00040007802138641857,0.14768299349199815
SB_15.csv,-0.0001782456821830536,0.03887153471480334
EGHT_15.csv,0.0005636392909558197,0.037360716953028596
POR_15.csv,0.00021238113066135433,0.014259395096730684
MSEX_15.csv,0.0003531019824463133,0.018413285471614447
CSX_15.csv,3.825099985643732e-07,0.024499136786761674
YORW_15.csv,0.0003050283095185069,0.018557821271541437
