File Name,Risk Reward 2014,Risk Reward 2015,Risk Reward 2016,Risk Reward 2017,Risk Reward 2018,Risk Reward 2019,Risk Reward 2020,Risk Reward 2021,Risk Reward 2022,Risk Reward 2023,Market Cap 2019
NWE_15.csv,9.205053483787815,-128.38669369903639,45.64069973432114,34.812954004068864,230.07763935955467,11.409509336253553,-135.17929046688695,1261.357698399641,57.21575070425725,-23.817495844470198,2920127.63
SIRI_15.csv,136.75705635755725,17.266485334992954,28.82974361218922,16.31154982858653,42.25669534981011,13.529754369719862,-300.38718548921986,124.19696764547163,-69.64816245247044,75.51384721943923,25639075.400000002
PARA_15.csv,-33.020516918159664,-29.25604534117031,11.800998621267729,-63.09606480936761,-17.871588041983042,-507.2728189547932,85.02721456485307,-358.3722124402809,-21.39601165452062,193.01629243056814,15373813.319999998
MMLP_15.csv,-11.265164640329516,-51.048794036701345,-162.9547334769549,-21.486026584882133,-22.463870919304487,-12.60953741792509,-103.97882098754508,13.065183770466275,31.14125457481619,-141.45704897395038,420374.63999999996
OMAB_15.csv,12.7039059961508,46.19480692536395,-101.82548937143301,19.33701691840251,-194.6673598329324,8.718103193057301,147.4434307768142,57.302087685245255,27.206091003318406,17.218865311182324,279543.2
T_15.csv,-64.9825327073852,69.03889010741068,10.529763939408584,-37.18731920196308,-13.279874441396139,8.914690689446342,-23.443286235559796,-23.0232703487555,-21.74531252354328,-77.31401718620874,214992120.0
PAA_15.csv,199.53658830523355,-10.425417652745649,18.367024993393194,-13.285973928027177,224.48433710075423,-59.58142708598008,-52.61350217753051,30.6023553225867,18.84362727345544,12.838749280923048,14939415.040000001
ZD_15.csv,16.85376413723479,12.478520350424576,89.89852642273402,-52.57335674113177,-82.59947998744421,11.198677456566818,49.953452390873224,29.28752857981353,-23.030617083167165,-37.791148285498615,3270629.0399999996
EXR_15.csv,7.165108563407839,7.433053671334408,-39.90450273942958,21.370154384576402,58.63955168657536,15.385962720297764,36.698081306209126,4.792854141989209,-14.26836265098932,37.081390782835385,11062471.6
CNP_15.csv,106.96815471726497,-16.688879101485288,10.481659317916922,13.731244277620478,231.29199339759973,-181.85010004166512,-168.09416453384213,12.514516096004904,37.05813387528292,-106.50303247467913,14033348.0
ODFL_15.csv,7.807143966621194,-15.123935968797845,10.424241729006003,7.027475696751282,-290.70205678162773,8.595186113383097,49.35506816398716,5.999853295425383,-18.662357732451,10.002552754614817,10025530.02
JBHT_15.csv,26.35958370302272,-27.860472198644864,10.960325848239515,16.351931785764354,-20.63692202412629,15.67936819521257,27.03846479820199,9.490267630574039,-54.24275358001674,24.113513803570363,10136213.639999999
EPD_15.csv,-22.05246292887145,-20.957515927797775,47.665183925727874,-402.77985108342165,-66.77963965246748,17.80270935926139,-38.541569732368416,25.512586713807426,29.41589749782342,19.621076779906936,54544723.379999995
UGI_15.csv,-664.6479683724871,-33.883326532482315,9.834361171659298,78.40389957696752,19.0305505905213,-25.35947670665981,-67.92913464227979,11.440691922476125,-27.607207782385572,-13.879225488879054,9085244.219999999
SBGI_15.csv,-34.37301218225097,21.479886246148222,66.08416374291309,28.600225309650043,-18.861746332867003,22.361915784343065,47.24101676166183,-63.98644709453046,-17.98813163497755,230.03406749997453,1862312.9400000002
OKE_15.csv,-27.09941612423179,-12.416003169701247,7.644816671713922,-77.91883001912605,100.07611731935887,8.728534360092528,-72.11995047964129,10.424183421537501,31.91751042942452,39.720436000475786,22382152.009999998
TDW_15.csv,-10.146503861892535,-7.863725940614166,140.17925246767194,16.45929341179195,-37.970712629465005,63.81478995347841,-39.22393156932878,23.675976962613905,6.938710298759827,9.796174581168703,734210.4
WERN_15.csv,11.23939819413989,-19.44266454475923,25.94872392966569,10.301991926506988,-23.807561471266954,18.113994794450303,41.48256555615761,17.15236293958144,-38.292634497350775,47.60909805249209,2125235.14
RGCO_15.csv,-1.9239167004843565,-1.9656579568954522,-2.8400640587991886,37.38433558242622,33.395381994553624,-399.5843207412291,-79.32712157532882,-844.1660587468529,-11.2666451913154,-133.9056781812582,238757.6
WTRG_15.csv,18.727829716875846,23.172790830902144,115.42851567270617,7.652156863355435,-27.258100100677794,8.37911191138305,62.0990312388608,21.52115440442955,-49.334316334946294,-15.231660441518699,5841770.199999999
TMUS_15.csv,-28.48663288106619,10.392699750232198,10.434814088779605,28.780764210113894,121.02538777128434,14.18619911427372,10.380714532994542,-30.939134763620597,20.172151944592702,19.334357487119604,55482746.800000004
SGA_15.csv,-98.0693463006888,-57.847757375393776,17.557973490355266,-10.779451984869642,-25.214206180764606,-69.87873619335974,-198.65685558559753,-11.655665292656721,-5.561370253372043,-11.276234826909135,168421.21000000002
VOD_15.csv,-33.35264595771047,-108.40893496218645,-14.868685267030028,8.918722961454066,-8.438247249796461,116.58250289899092,-133.60460798670132,-52.84122610269474,-14.228471155855777,-38.46520135147725,8801509.28
FRPH_15.csv,462.9561296865217,-88.92265945288537,33.77974733694113,22.615018968455406,56.84605576122093,38.58892759244083,191.3909295467555,17.859940311316308,-103.65528042948397,21.77886314649962,469090.14
CWST_15.csv,-15.908728470601208,11.95274050354739,6.889452879376754,7.347350222810327,19.181269220747012,8.798156219560244,18.466443605586594,10.851142547965829,-144.89775320359757,36.83111826940088,1166043.2
DAC_15.csv,34.01423780364812,38.01900048167777,-21.060917561967617,-48.20651093112361,-43.055656540064646,1102.8748903343685,11.81001313987923,6.98311880376414,-32.985939282881105,11.177917585285533,180365.442
LBTYK_15.csv,-24.652910169739037,-26.972526580600103,-22.43631963932941,24.02325771669924,-11.379100699052673,47.72962392650476,39.45846358889503,19.507924747232725,-16.10908798770798,1514.2350399495563,10995301.799999999
BCO_15.csv,-16.081585352517884,22.129336626349133,11.644643115954349,6.721223976149932,-39.95561523509567,11.157573534196697,455.0922335300007,-145.77183574221422,-31.12562122423275,9.157964486585128,3261188.8800000004
LUV_15.csv,5.148074814824448,73.85341156673537,25.161979904304665,12.662997101008417,-14.42363128111119,20.796556436405538,204.64935166226923,-180.3112749279114,-34.855565494157155,-45.743815538429196,26507151.98
CUK_15.csv,33.267214303398326,14.87814323448425,-68.42679047224459,9.110088493759076,-14.605722017476817,163.7837260489559,-97.06597118826605,71.8571766150521,-18.48469809096496,8.046081330920934,364670.4
WM_15.csv,14.782312791924419,49.278696165089876,7.412747235765839,8.645740202810316,61.14453938772069,8.758652915543585,58.218804174002145,7.132496920831541,-88.23033567335456,17.715948892446743,37825505.839999996
WMB_15.csv,24.40093782226707,-18.640027256465935,24.35683200380563,1141.5193757653694,-13.349056721732442,35.01580638604788,220.2746785783707,12.794547741367118,16.70337456285905,40.68716804624201,27140351.64
ESEA_15.csv,-10.49641702685043,-9.310850044548118,-3.2394948423671615,49.958574401290186,-66.06626377089654,16.156842799868173,20.124552421926378,8.104437760871162,-80.55592405528834,10.216295691500182,7439.712600000001
TK_15.csv,46.829581303289004,-9.665824892200895,105.00497033915696,29.2529112793185,-8.458348801382465,15.326137964294997,-32.537648644217086,16.534074091800704,14.496718822515831,11.445305859579745,346500.75
