File Name,Average Daily Return (15 Years),Volatility (15 Years)
AEO_15.csv,0.0006031343164804219,0.028316165379522695
GES_15.csv,0.0007570220016546709,0.0386403384558303
JACK_15.csv,0.000618150703715017,0.02336704309731934
TAST_15.csv,0.0009817571490929793,0.03562619734406456
WEN_15.csv,0.0006102516111731944,0.022427020390581524
AAP_15.csv,0.0003841838189495613,0.021158014463244158
GPS_15.csv,0.0005192124836891911,0.02878587287138327
IMKTA_15.csv,0.0006781887581283695,0.022985649851897633
TXRH_15.csv,0.0009586484957555395,0.02186884167190105
SNA_15.csv,0.0006713818892336395,0.01759403625727667
CHS_15.csv,0.0008557112446467791,0.038070772809936856
CBRL_15.csv,0.0005681990961104513,0.021738757033791477
CNXN_15.csv,0.0010375453654843647,0.02612358774036314
SBH_15.csv,0.0006060109520654788,0.027542814543706908
SGU_15.csv,0.0005770076482769491,0.017546438167155638
TSCO_15.csv,0.0007434428440891372,0.021924522247930033
DBI_15.csv,0.000669219857121652,0.038926318014868025
JWN_15.csv,0.0005370897745925026,0.030902941702958774
FLWS_15.csv,0.0009356307045350537,0.03647952929611082
WMT_15.csv,0.0003445325548400595,0.012300628743782141
GME_15.csv,0.0015456322225199056,0.058728356594459755
BJRI_15.csv,0.000780044886659653,0.03066694953376605
CASY_15.csv,0.0008318214181124313,0.018568673736029117
MCD_15.csv,0.000478801851059246,0.011952779046189254
BBW_15.csv,0.0012260399891174164,0.04052531187225538
DENN_15.csv,0.0008546935826161735,0.028676972587006515
KSS_15.csv,0.0003575630070588079,0.02935695060711604
GTIM_15.csv,-0.17697790153291004,0.5781430049072627
SCVL_15.csv,0.000863026248106446,0.033111437158226086
HVTA_15.csv,-0.7307119087856149,0.964274681574345
RAVE_15.csv,-0.020071047428455526,0.21070005400770273
PETS_15.csv,0.00018863449559944047,0.029062079464399246
KIRK_15.csv,0.001034308239336221,0.044859638041867135
PDCO_15.csv,0.00029376446644614697,0.0194767017659822
BDL_15.csv,-0.5776694096455007,0.908051881820114
TJX_15.csv,0.0006230285534680998,0.019922609726758946
WBA_15.csv,0.0001716674924263434,0.01819023246492792
IDT_15.csv,0.002170531678584457,0.04845772230942195
BIG_15.csv,0.00038488297350995084,0.03334842220705408
DXLG_15.csv,0.009134686268716727,0.511191770728796
LOW_15.csv,0.000772685210958929,0.018166175645923457
ODP_15.csv,0.0031417381216395455,0.14570603862854373
DKS_15.csv,0.000943349721121306,0.025987638953165058
GPI_15.csv,0.0013072664039407164,0.029430026253605947
ULTA_15.csv,0.0014256686133092555,0.026228469561647802
ORLY_15.csv,0.0010496233577719442,0.017042487017449863
BBWI_15.csv,0.0007876085107212076,0.029082454400561078
COST_15.csv,0.0007552212208807584,0.013282774563466269
AZO_15.csv,0.0008857750167324043,0.015011620364692144
DPZ_15.csv,0.0013898644579709626,0.02113603601901759
JAN_15.csv,-0.03047776642455077,0.2766808333468257
SAH_15.csv,0.001294052243351134,0.03513351985431685
CSBR_15.csv,-0.0908981361032161,0.42196986458971475
DLTR_15.csv,0.0005854405208992702,0.021771638502145287
CONN_15.csv,0.000924921843215043,0.04715298805096787
PAG_15.csv,0.0011179291202463736,0.02607868683927603
VLGEA_15.csv,4.937851044648696e-05,0.021132891803268872
RUSHA_15.csv,0.0007771348721548007,0.02523870543849218
BKE_15.csv,0.0005567715963738222,0.026687367596829673
FAST_15.csv,0.00041565553740972725,0.02123698673736284
NATH_15.csv,-0.018335850653584774,0.19539260337870518
RRGB_15.csv,0.0006077993206036783,0.03708231499383
FL_15.csv,0.0007389067859477741,0.02744945769140778
SBUX_15.csv,0.0008163815805330736,0.01978701754611372
LAD_15.csv,0.0018015740305243504,0.034359869305752466
CVS_15.csv,0.00038977851978921766,0.01588954002734008
DDS_15.csv,0.001831543274827704,0.03573703771244756
ANF_15.csv,0.0009407289869572361,0.03465557445921729
SPH_15.csv,-4.54597027266119e-05,0.017121743109649066
CRI_15.csv,0.0005735676701629074,0.020612319184590767
BGI_15.csv,-0.33215425767458917,0.7551754561978704
YUM_15.csv,0.0005104167140323638,0.016408053810147618
HD_15.csv,0.0008344489329952677,0.015968220852807236
M_15.csv,0.0006477827424929358,0.03129903179591777
BGFV_15.csv,0.0009496366066173371,0.043579779717275724
KMX_15.csv,0.0008858470509895229,0.024349557103146683
PSMT_15.csv,0.0005586811526857092,0.02077681888290625
CAKE_15.csv,0.000655263508226065,0.025723107687885202
CTRN_15.csv,0.0007565130271841999,0.03382164318539022
MGRC_15.csv,0.0006956417636555248,0.022167776507995174
HVT_15.csv,0.0006777349109492467,0.025559074817435006
PRTS_15.csv,-0.0010778067457038933,0.07733900756831694
BYON_15.csv,0.0013108169278369475,0.04665711852591331
ZUMZ_15.csv,0.0008115873172340528,0.0333349097730557
EAT_15.csv,0.0008146478544986949,0.0303114804757462
GLP_15.csv,0.0006664438216351076,0.025029517401273692
CLMB_15.csv,-0.01294161600351425,0.16678180903596437
CATO_15.csv,0.0001403456101201575,0.025818000533582564
