File Name,Risk Reward
PWR_5.csv,12.267474994995844
STRL_5.csv,14.518341939777418
GRBK_5.csv,15.607296242197515
IESC_5.csv,16.268928059909282
FIX_5.csv,16.530400648283848
MHO_5.csv,16.8101638383934
EME_5.csv,16.930708709501438
DHI_5.csv,16.981716117252308
LENB_5.csv,18.170753818936273
MTH_5.csv,18.247850535173654
PHM_5.csv,18.45046964091451
KBR_5.csv,18.8243543174601
LEN_5.csv,19.168389503945242
ESOA_5.csv,19.675365142621313
NVR_5.csv,21.20756144786465
TOL_5.csv,22.47770935420922
BZH_5.csv,22.523041969707204
KBH_5.csv,22.72842423334173
NOA_5.csv,27.361843643869967
DY_5.csv,28.69280661276449
HOV_5.csv,29.05075115782598
MDC_5.csv,30.532378561053694
MTZ_5.csv,31.707703815437803
PRIM_5.csv,33.224919169514465
DCO_5.csv,40.52637968176485
FLR_5.csv,41.1136845833741
ORN_5.csv,44.13428910061004
GVA_5.csv,46.265622273004674
GLDD_5.csv,58.37682362644499
TPC_5.csv,73.82911394961639
IMAX_5.csv,88.95000142674377
LEU_5.csv,110.06519150702603
MTRX_5.csv,127.90857007050322
UFI_5.csv,-135.8098980849489
CHCI_5.csv,-6.787550392447103
